status,cleaned_line,reasons,record_ids_sample,raw_titles_sample
high_confidence,Higher School of the Public,org_term,3044,Higher School of the Public
high_confidence,highfashion.com.hk,domain,10354,highfashion.com.hk
high_confidence,HIGHLANDHOMES,uppercase_short,5648,HIGHLANDHOMES
high_confidence,Hightway Care,org_term,6956,Hightway Care
high_confidence,highway-equipment.com,domain,5189,https://www.highway-equipment.com
high_confidence,highwaystrust.com,domain,11557,highwaystrust.com
high_confidence,Highwealth,proper_short,5082,Highwealth
high_confidence,hikadikoy.com,domain,3648,hikadikoy.com
high_confidence,hildinganders.com,domain,4399,hildinganders.com
high_confidence,hilka.co.uk,domain,10396,hilka.co.uk
high_confidence,Hill International,org_term,6691,Hill International
high_confidence,Hilldrup,proper_short,4479,Hilldrup
high_confidence,hillrom.com,domain,7614,hillrom.com
high_confidence,Hills Legal Group Ltd,legal_suffix,9042,Hills Legal Group Ltd
high_confidence,hills-motors.co.uk,domain,4769,http://www.hills-motors.co.uk
high_confidence,hillsboroughschools.org,domain,7974,hillsboroughschools.org
high_confidence,hillsdalefurniture.com,domain,1771,www.hillsdalefurniture.com
high_confidence,hilltopconstructionco.com,domain,2383,hilltopconstructionco.com
high_confidence,Hilyards,proper_short,8672,Hilyards
high_confidence,hinaka.corp,domain,10110,hinaka.corp
high_confidence,hinakaorg.com,domain,3013,hinakaorg.com
high_confidence,hindlegroup.com,domain,13130;13208,hindlegroup.com\$30.6M\United Kingdom\380GB\&lt;1% DISCLOSED || hindlegroup.com\$30.6M\United Kingdom\380GB\100% DISCLOSED
high_confidence,Hinsdale School District,org_term,9201;9673,Hinsdale School District || Hinsdale School District
high_confidence,hinton.ca,domain,15439,www.hinton.ca
high_confidence,Hire Velocity (lan.hirevelocity.com),proper_short,15893,Hire Velocity (lan.hirevelocity.com)
high_confidence,hirebus.com,domain,10875,hirebus.com
high_confidence,Hirsch Bedner Associates,org_term,6983,Hirsch Bedner Associates
high_confidence,Hirsch Watch Straps & Accessories,proper_short,3029,Hirsch Watch Straps & Accessories
high_confidence,Hisingstads Bleck,proper_short,15170,Hisingstads Bleck
high_confidence,hislopcollege.ac.in,domain,1694,hislopcollege.ac.in
high_confidence,hispanoamericano.edu.mx,domain,2899,hispanoamericano.edu.mx
high_confidence,Hit Promotional Products (US),proper_short,5548,Hit Promotional Products (US)
high_confidence,HITACHIENERGY.COM,domain,5337,HITACHIENERGY.COM
high_confidence,hitechpiping.ca,domain,789,hitechpiping.ca
high_confidence,hitrac-engineering.com,domain,1092,hitrac-engineering.com
high_confidence,hitzler-ingenieure.de,domain,5360,hitzler-ingenieure.de
high_confidence,Hive Power Engineering,org_term,14129,Hive Power Engineering
high_confidence,hk-finance.pl,domain,6035,hk-finance.pl
high_confidence,hkdm1.wik,domain,10111,hkdm1.wik
high_confidence,hkiff.org.hk,domain,5759,hkiff.org.hk
high_confidence,hkri.com,domain,4917,hkri.com
high_confidence,hlbpr.com,domain,12196;12515,www.hlbpr.com || hlbpr.com
high_confidence,hlc.bike,domain,10112,hlc.bike
high_confidence,HM Environmental Services,org_term,14155,HM Environmental Services
high_confidence,HMCC,uppercase_short,996,HMCC
high_confidence,hmets.com,domain,3710,hmets.com
high_confidence,HMW,uppercase_short,9185,HMW - Press Release
high_confidence,hnncsb.org,domain,9067,hnncsb.org
high_confidence,hobokennj.gov,domain,14362,hobokennj.gov
high_confidence,Hochschild Mining,org_term,2506,Hochschild Mining
high_confidence,Hochschule Furtwangen University,org_term,8220,Hochschule Furtwangen University
high_confidence,Hochschule Kaiserslautern,proper_short,6722,Hochschule Kaiserslautern
high_confidence,HOERBIGER Holding,org_term,12711,HOERBIGER Holding
high_confidence,hoermann-gruppe.com,domain,7569,hoermann-gruppe.com
high_confidence,hoffmanestates.org,domain,9446,hoffmanestates.org
high_confidence,hoffsuemmer.de,domain,888,hoffsuemmer.de
high_confidence,Hofmann Fördertechnik GmbH,legal_suffix,15716,Hofmann Fördertechnik GmbH
high_confidence,hofmann-malerei.ch,domain,12752,https://www.hofmann-malerei.ch
high_confidence,Hogan Mfg (hoganmfg.com),proper_short,14164,Hogan Mfg (hoganmfg.com)
high_confidence,Hohenadel,proper_short,11394,Hohenadel
high_confidence,hoistcrane.com,domain,942,hoistcrane.com
high_confidence,"Hokushinko Co., Ltd",legal_suffix,11927,"Hokushinko Co., Ltd."
high_confidence,HOL-MAC Corp,legal_suffix,2259,HOL-MAC Corp.
high_confidence,Holden,proper_short,12798,Holden
high_confidence,Holding Slovenske elektarne,org_term,9190,Holding Slovenske elektarne
high_confidence,holding.loc,domain,10113,holding.loc
high_confidence,Holiday Builders,org_term,1763,Holiday Builders
high_confidence,Holiday Comfort,proper_short,15467,Holiday Comfort
high_confidence,Holland CPA,proper_short,3336,Holland CPA
high_confidence,Holler-Classic,proper_short,4391,Holler-Classic
high_confidence,Hollywood Forever,proper_short,6837,Hollywood Forever
high_confidence,hollywoodburbankairport.com,domain,12826,http://www.hollywoodburbankairport.com
high_confidence,Holmes & Brakel,proper_short,13204,Holmes & Brakel
high_confidence,Holon Institute of Technology,org_term,8074,Holon Institute of Technology
high_confidence,Holstein Association USA,org_term,11376,Holstein Association USA
high_confidence,holtcat.com,domain,15317;15426,holtcat.com\$1B\USA\868GB\&lt;1% DISCLOSED || holtcat.com\$1B\USA\868GB\100% DISCLOSED
high_confidence,Home Dynamix,proper_short,3968,Home Dynamix
high_confidence,Home Grown Grocery Food Supermarket,org_term,383,Home Grown Grocery Food Supermarket
high_confidence,Home State Bank,org_term,1266,Home State Bank
high_confidence,home-waremmien.be,domain,9615,home-waremmien.be
high_confidence,home.hktdc.com,domain,1388,home.hktdc.com
high_confidence,homeandhearthealth.com,domain,5739,homeandhearthealth.com
high_confidence,Homeland Inc,legal_suffix,9108,Homeland Inc.
high_confidence,Homeland Title,proper_short,570,Homeland Title
high_confidence,homelandvinyl.com,domain,13302,homelandvinyl.com
high_confidence,homeocan.ca,domain,10839,http://homeocan.ca
high_confidence,Homestead Gardens,proper_short,16066,Homestead Gardens
high_confidence,Hometrust Mortgage Company,legal_suffix,3469,Hometrust Mortgage Company
high_confidence,HOMEWOODHEALTH.COM,domain,5328,HOMEWOODHEALTH.COM
high_confidence,hominemclinic.com.br,domain,11069,hominemclinic.com.br
high_confidence,Honey Birdette,proper_short,9043,Honey Birdette
high_confidence,honeywell.com,domain,7329,honeywell.com
high_confidence,Hong Kong Special Care Dentistry Association Limited,legal_suffix,3507,Hong Kong Special Care Dentistry Association Limited
high_confidence,hongthongrice.com,domain,15644,www.hongthongrice.com
high_confidence,honsha.hanshin-dp.co.jp,domain,10114,honsha.hanshin-dp.co.jp
high_confidence,hookerfurniture.com,domain,11135,hookerfurniture.com
high_confidence,Hoosick Falls Central School District,org_term,7435,Hoosick Falls Central School District
high_confidence,Hoosier Equipment company,legal_suffix,6775,Hoosier Equipment company
high_confidence,Hoosier Uplands Economic Development,org_term,8203,Hoosier Uplands Economic Development
high_confidence,hoosierco.com,domain,4101,hoosierco.com
high_confidence,Hop Industries,org_term,15692,Hop Industries
high_confidence,Hope Valley Recovery,proper_short,13759,Hope Valley Recovery
high_confidence,hopetech.com,domain,6916,hopetech.com
high_confidence,Hopewell Area School District,org_term,8736,Hopewell Area School District
high_confidence,HOPI,uppercase_short,15793,HOPI
high_confidence,hoppecke-us.com,domain,11733,hoppecke-us.com
high_confidence,Hopsteiner,proper_short,5044,Hopsteiner
high_confidence,hopto.com,domain,9149,hopto.com
high_confidence,Horizon Pool & Spa | Horizon Pool and Spa,legal_suffix,9347;9424,Horizon Pool & Spa || Horizon Pool and Spa
high_confidence,Horizon View Medical Center,org_term,12550,Horizon View Medical Center
high_confidence,HORMELFOODS.COM,domain,5422,HORMELFOODS.COM
high_confidence,hornbeckoffshore.com,domain,7424,hornbeckoffshore.com
high_confidence,Hornbill,proper_short,6588,Hornbill
high_confidence,Hornsyld Købmandsgaard,proper_short,7803,Hornsyld Købmandsgaard
high_confidence,Horsa,proper_short,14301,Horsa
high_confidence,Horsesportireland.ie,domain,13440,Horsesportireland.ie
high_confidence,"Horwitz Law, Horwitz & Associates",org_term,3124,"Horwitz Law, Horwitz & Associates"
high_confidence,hosemanufacturing.com,domain,5488,hosemanufacturing.com
high_confidence,Hospice,proper_short,7912,Hospice
high_confidence,hospitalescultural.com.br,domain,11097,hospitalescultural.com.br
high_confidence,Hospitality Furnishings & Design Inc,legal_suffix,1438,Hospitality Furnishings & Design Inc.
high_confidence,Hospitality Staffing Solutions,org_term,6749,Hospitality Staffing Solutions
high_confidence,HostAfrica,proper_short,6115,HostAfrica
high_confidence,hosted-it.co.uk,domain,9559,hosted-it.co.uk
high_confidence,hostetlergroup.com,domain,12995,https://hostetlergroup.com/
high_confidence,Hosting.co.uk,domain,14399,Hosting.co.uk
high_confidence,HOT NEWS,proper_short,5909,HOT NEWS
high_confidence,hotdesk.me,domain,5018,hotdesk.me
high_confidence,hotel-ampere-paris.com,domain,8804,hotel-ampere-paris.com
high_confidence,hotel-ostella.com,domain,11322,hotel-ostella.com
high_confidence,hotelavenidapalace.pt,domain,10297,"https://www.hotelavenidapalace.pt/, https://hostalalemana.com/, https://engine.witbooking."
high_confidence,hotelcedres.com,domain,2051,hotelcedres.com
high_confidence,hotelcontinental.no,domain,9546,hotelcontinental.no
high_confidence,hotelemc2.com,domain,8809,hotelemc2.com
high_confidence,Hoteles Xcaret,proper_short,8015,Hoteles Xcaret
high_confidence,hotelluzeiros.fla.br,domain,10115,hotelluzeiros.fla.br
high_confidence,Hotelplan,proper_short,9484,Hotelplan
high_confidence,hotrmhmr.org,domain,9313,www.hotrmhmr.org
high_confidence,HOULE,uppercase_short,1558,HOULE
high_confidence,HOUSELOAN.COM,domain,5322,HOUSELOAN.COM
high_confidence,Houser LLP,legal_suffix,6074,Houser LLP
high_confidence,Houston Housing Authority,org_term,13737,Houston Housing Authority
high_confidence,Houston Waste Solutions <www.houstonwastesolutions.com>,org_term,11455,Houston Waste Solutions <www.houstonwastesolutions.com>
high_confidence,houstonestateplanning.com,domain,959,houstonestateplanning.com
high_confidence,houstonwastesolutions.com,domain,11764;11864,www.houstonwastesolutions.com || www.houstonwastesolutions.com/
high_confidence,howlandlaw.net,domain,8721,howlandlaw.net
high_confidence,HOYA Corporation,legal_suffix,628;12185,HOYA Corporation || HOYA Corporation
high_confidence,Hozzify <www.hozzify.co>,legal_suffix,10422,Hozzify <www.hozzify.co>
high_confidence,hpe-konstanz.de,domain,727,hpe-konstanz.de
high_confidence,hpecds.com,domain,14045,hpecds.com
high_confidence,hphood.com,domain,13303,hphood.com
high_confidence,Hpisd.org,domain,15043,Hpisd.org
high_confidence,hpo.pe,domain,11323,hpo.pe
high_confidence,HPW,uppercase_short,348,HPW
high_confidence,HR Ewell & Hy-tec,proper_short,9981,HR Ewell & Hy-tec
high_confidence,hriindia.com,domain,3911,hriindia.com
high_confidence,HRL Technology Group,org_term,4821,HRL Technology Group
high_confidence,HRS_IDEA_Expertises,proper_short,15166,HRS_IDEA_Expertises
high_confidence,HRTec Inc,legal_suffix,10189,HRTec Inc
high_confidence,HRTRANSIT.ORG,domain,5407,HRTRANSIT.ORG
high_confidence,HSI,uppercase_short,10541,HSI
high_confidence,hsisensing.com,domain,1665,hsisensing.com
high_confidence,hsksgreenhalgh.co.uk,domain,8879,hsksgreenhalgh.co.uk
high_confidence,hspatent.com,domain,3693,hspatent.com
high_confidence,HSPG & Associates,org_term,10806,HSPG & Associates
high_confidence,hsvgroup.com.vn,domain,10116,hsvgroup.com.vn
high_confidence,hsvgroup.talentnetwork.vn,domain,1489,hsvgroup.talentnetwork.vn
high_confidence,ht-hospitaltechnik.de,domain,10988,ht-hospitaltechnik.de
high_confidence,HTC Global Services,org_term,9068,HTC Global Services
high_confidence,htcinc.com,domain,11226,htcinc.com
high_confidence,HTE Technologies,org_term,12327,HTE Technologies
high_confidence,htetech.com,domain,13961,htetech.com
high_confidence,htsusa.com,domain,12775,htsusa.com
high_confidence,htw.com.au,domain,11101,http://htw.com.au
high_confidence,Huali Industrial Group,org_term,923,Huali Industrial Group
high_confidence,hubbell.com,domain,7568,hubbell.com
high_confidence,HUDSON BROTHERS Construction Company,legal_suffix,1302,HUDSON BROTHERS Construction Company
high_confidence,Hudson River Housing,proper_short,16063,Hudson River Housing
high_confidence,hudson4supplies.com,domain,10840,http://www.hudson4supplies.com
high_confidence,hudsoncivil.com.au,domain,12549,hudsoncivil.com.au
high_confidence,huesser.ch,domain,2828,huesser.ch
high_confidence,Hufcor,proper_short,2895,Hufcor
high_confidence,hug.de,domain,10433,http://www.hug.de
high_confidence,Huge iCloud Nudes,proper_short,3112,Huge iCloud Nudes Leak
high_confidence,Hughes Gill Cochrane Tinetti,proper_short,8365,Hughes Gill Cochrane Tinetti
high_confidence,hughes-gill.com,domain,13125,https://hughes-gill.com
high_confidence,hughessupplyco.com,domain,9627,hughessupplyco.com
high_confidence,hugohaeffner.com,domain,8388,hugohaeffner.com
high_confidence,hugwi.ch,domain,12675,hugwi.ch
high_confidence,Huhtamaki,proper_short,1902,Huhtamaki
high_confidence,Huissiers,proper_short,5780,Huissiers
high_confidence,Hull Property Group,org_term,5641,Hull Property Group
high_confidence,Human Technology Inc,legal_suffix,11100,Human Technology Inc.
high_confidence,Humana,proper_short,6044,Humana
high_confidence,HUMANGOOD.COM,domain,5413,HUMANGOOD.COM
high_confidence,hundhausen.de,domain,11956;12137,hundhausen.de\$150M\Germany\650GB\&lt;1% DISCLOSED || hundhausen.de\$150M\Germany\650GB\100% DISCLOSED
high_confidence,"Hundred thousands of personal data, leak preview",org_term,4681,"Hundred thousands of personal data, leak preview"
high_confidence,Hungarian Investment Promotion Agency,org_term,7075,Hungarian Investment Promotion Agency
high_confidence,Hungarian Investment Promotion Agency Press Release,org_term,6989,Hungarian Investment Promotion Agency Press Release
high_confidence,HUNOSA,uppercase_short,5146,HUNOSA
high_confidence,Hunt Guillot & Associates,org_term,9022,Hunt Guillot & Associates
high_confidence,Hunter Dickinson Inc,legal_suffix,13072,Hunter Dickinson Inc.
high_confidence,Hunter Douglas | hunterdouglas.com.au,"domain,proper_short",1818;1818,Hunter Douglas | hunterdouglas.com.au || Hunter Douglas | hunterdouglas.com.au
high_confidence,Hunter Taubman Fischer & Li,proper_short,14687,Hunter Taubman Fischer & Li
high_confidence,hunterbuildings.com,domain,9359,hunterbuildings.com\$130.4M\USA\166gb\&lt;1%DISCLOSED
high_confidence,hunters.com,domain,3733,hunters.com
high_confidence,Huntington Hotel Group,org_term,14702,Huntington Hotel Group
high_confidence,huntongroup.com,domain,2800;13304,huntongroup.com || huntongroup.com
high_confidence,The Hurley Group,org_term,8329,The Hurley Group
high_confidence,HUSKY1,uppercase_short,5621,HUSKY1
high_confidence,HUSSEY GAY BELL,uppercase_short,4213,HUSSEY GAY BELL
high_confidence,hutchpaving.com,domain,9797,hutchpaving.com
high_confidence,Hutt,proper_short,1378,Hutt
high_confidence,hwrpc.com,domain,4291,hwrpc.com
high_confidence,hwwealth.com,domain,8045,hwwealth.com
high_confidence,"Hx5, LLC",legal_suffix,312,"Hx5, LLC"
high_confidence,hxlife.com,domain,10117,hxlife.com
high_confidence,Hyalogic,proper_short,15790,Hyalogic
high_confidence,hyatts.com,domain,3189,hyatts.com
high_confidence,hybuilding.com.sg,domain,1081,hybuilding.com.sg
high_confidence,hydmech.com,domain,11982;12136,hydmech.com\$47.2M\Canada\980GB\&lt;1% DISCLOSED || hydmech.com\$47.2M\Canada\980GB\100% DISCLOSED
high_confidence,Hydra-Matic Packing,proper_short,14416,Hydra-Matic Packing
high_confidence,Hydraelectric,proper_short,3371,Hydraelectric
high_confidence,Hydraflow,proper_short,9753,Hydraflow
high_confidence,Hydratek,proper_short,9598,Hydratek
high_confidence,hydrex.co.uk,domain,7084,hydrex.co.uk
high_confidence,Hydro-Gear & Agri-Fab,org_term,4305,Hydro-Gear & Agri-Fab
high_confidence,Hydrofit Alliance Ltd,legal_suffix,5001,Hydrofit Alliance Ltd
high_confidence,hydromaxusa.com,domain,2862,hydromaxusa.com
high_confidence,Hygieneering,proper_short,8487,Hygieneering
high_confidence,HyLife,proper_short,2142,HyLife
high_confidence,HYMER,uppercase_short,11006,HYMER
high_confidence,hyosung.jp,domain,5102,hyosung.jp
high_confidence,Hyperice,proper_short,12146,Hyperice
high_confidence,HYPERNOVA TELECOM,org_term,15506,HYPERNOVA TELECOM
high_confidence,Hypertype,proper_short,14204,Hypertype
high_confidence,HYPONAMIRU,uppercase_short,15507,HYPONAMIRU
high_confidence,Hytera US Inc,legal_suffix,11567,Hytera US Inc
high_confidence,Hyundai Motors Etats-Unis,org_term,6230,Hyundai Motors Etats-Unis
high_confidence,"Hyundai Samho Heavy Industries Co.,Ltd. (South Korea)",legal_suffix,2214,"Hyundai Samho Heavy Industries Co.,Ltd. (South Korea)"
high_confidence,Höerskool Labori Paarl,proper_short,1201,HÃ¶erskool Labori Paarl
high_confidence,Hörmanseder Stahlbau GmbH,legal_suffix,835,Hörmanseder Stahlbau GmbH
high_confidence,I Keating Furniture World,proper_short,7829,I Keating Furniture World
high_confidence,I&G Brokers,proper_short,7871;8342,I&G Brokers || I&G Brokers
high_confidence,I&G Brokers Database,proper_short,8338,"I&G Brokers Database, Download Now"
high_confidence,I&Y Senior Care,org_term,8163,I&Y Senior Care
high_confidence,"I'M CORPORATION(SUZHOU)CO.,LTD",legal_suffix,1011,"I'M CORPORATION(SUZHOU)CO.,LTD"
high_confidence,i-Can Advisory Group inc,legal_suffix,8351,i-Can Advisory Group inc
high_confidence,I-SEC International Security,org_term,2605,I-SEC International Security
high_confidence,I-❤️-TEXAS,uppercase_short,12063,I-❤️-TEXAS
high_confidence,iacc.holdings,domain,15938,iacc.holdings
high_confidence,iaconnecticut.com,domain,11324,iaconnecticut.com
high_confidence,"Iaffaldano, Shaw & Young LLP",legal_suffix,321,"Iaffaldano, Shaw & Young LLP"
high_confidence,IAI - Israel Aerospace Industries,org_term,618,IAI - Israel Aerospace Industries
high_confidence,iamdesign.com,domain,10494,iamdesign.com
high_confidence,IBACOS,uppercase_short,8573,IBACOS
high_confidence,IBC24 News,proper_short,1712,IBC24 News
high_confidence,Ibermutuamur,proper_short,13252,Ibermutuamur
high_confidence,ibes-gmbh.de,domain,859,ibes-gmbh.de
high_confidence,ibewlocal1.org,domain,11992,http://ibewlocal1.org
high_confidence,IBL,uppercase_short,7161,IBL
high_confidence,iblinfo.de,domain,15777,iblinfo.de
high_confidence,ibp.com.br,domain,5816,ibp.com.br
high_confidence,IBRCN.COM,domain,3188,IBRCN.COM
high_confidence,icae.net,domain,6466,icae.net
high_confidence,icarasia.com,domain,12564,icarasia.com
high_confidence,ICBC (London) | ICBC London,proper_short,12973;12986,ICBC London || ICBC (London)
high_confidence,ICC,uppercase_short,11508,ICC
high_confidence,ICEHOTEL,uppercase_short,2459,ICEHOTEL
high_confidence,icn-artem.com,domain,9678,icn-artem.com
high_confidence,ICO,uppercase_short,15390,ICO
high_confidence,ICONIC,uppercase_short,2597,ICONIC
high_confidence,icp.pr.gov,domain,13459,www.icp.pr.gov
high_confidence,ics-nett.com,domain,4914,https://www.ics-nett.com/
high_confidence,icschool-uae.com,domain,8515,www.icschool-uae.com
high_confidence,icsystem.com,domain,7376,icsystem.com
high_confidence,ICT-College,org_term,7007,ICT-College
high_confidence,ICWI,uppercase_short,12832,ICWI
high_confidence,id-logistics.com,domain,5361,id-logistics.com
high_confidence,ID-ware,proper_short,3903,ID-ware
high_confidence,Idaho National Laboratory,org_term,9224,Idaho National Laboratory
high_confidence,idahopacific.com,domain,12742,idahopacific.com
high_confidence,idcconstruction.com,domain,15533,idcconstruction.com
high_confidence,iddink.nl,domain,11084;11408,iddink.nl\$80.1M\NL\460GB\&lt;1%DISCLOSED || iddink.nl\$80.1M\NL\1TB\100%DISCLOSED
high_confidence,IDEA Expertises,proper_short,15273,IDEA Expertises
high_confidence,IDEAL Fensterbau,proper_short,2236,IDEAL Fensterbau
high_confidence,Ideal Living,proper_short,1210,Ideal Living
high_confidence,Ideal Printers,proper_short,1181,Ideal Printers
high_confidence,IdeaLab,proper_short,13546,IdeaLab
high_confidence,IDEALEASE INC,legal_suffix,13593,IDEALEASE INC
high_confidence,idealtridon.com,domain,3778,idealtridon.com
high_confidence,IDEM Safety Switches,proper_short,6043,IDEM Safety Switches
high_confidence,Identification Products,proper_short,8768,Identification Products
high_confidence,"IDESA group, S.A. De C.V",legal_suffix,9115,"IDESA group, S.A. De C.V."
high_confidence,IDEXX,uppercase_short,5725,IDEXX
high_confidence,IDFC Bank Confidential,org_term,667,IDFC Bank Confidential Data Leak
high_confidence,IDFC FIRST Bank,org_term,2302,IDFC FIRST Bank
high_confidence,idm-srl.it,domain,2110,idm-srl.it
high_confidence,idom.com,domain,12902,idom.com
high_confidence,Idre Fjäll,proper_short,13103,Idre Fjäll
high_confidence,IDS,uppercase_short,11189,IDS
high_confidence,IDS Infotech,proper_short,15718,IDS Infotech
high_confidence,IDS Online Store,org_term,420,IDS Online Store
high_confidence,IDSFULFILLMENT,uppercase_short,1523,IDSFULFILLMENT
high_confidence,idtech.com.tw,domain,3868,idtech.com.tw
high_confidence,IDTECHPRODUCTS.COM,domain,5992,IDTECHPRODUCTS.COM
high_confidence,IEC + EMCO,uppercase_short,14628,IEC + EMCO
high_confidence,iecm.co.th,domain,6570,https://www.iecm.co.th
high_confidence,ifis.com.sg,domain,2387,ifis.com.sg
high_confidence,iFocus Consulting,org_term,13721,iFocus Consulting
high_confidence,IFPA,uppercase_short,4828,IFPA
high_confidence,ifwglobal.com,domain,3856,ifwglobal.com
high_confidence,igadiltd.com,domain,5487,igadiltd.com
high_confidence,IGF,uppercase_short,10564,IGF
high_confidence,IGHQ,uppercase_short,3113,IGHQ
high_confidence,ignitarium.com,domain,2478;13305,ignitarium.com || ignitarium.com
high_confidence,igs-inc.com,domain,9400;10247,igs-inc.com || igs-inc.com
high_confidence,igt.nl,domain,9204,igt.nl
high_confidence,iGuzzini Group,org_term,1786,iGuzzini Group
high_confidence,ihg.com,domain,2378,ihg.com
high_confidence,ihopmexico.com,domain,7533,ihopmexico.com
high_confidence,IIB ( Israeli Industrial Batteries ),org_term,13069;13260,IIB ( Israeli Industrial Batteries ) Hacked || IIB ( Israeli Industrial Batteries ) Leaked
high_confidence,iibg.ca,domain,925,iibg.ca
high_confidence,iiexperts.com,domain,11889,iiexperts.com
high_confidence,iiitd.ac.in,domain,12845,www.iiitd.ac.in
high_confidence,iima.ac.in,domain,1695,iima.ac.in
high_confidence,iinaba.com,domain,7553,www.iinaba.com
high_confidence,iis.ac.uk,domain,3399,iis.ac.uk
high_confidence,iiservz.com,domain,867,iiservz.com
high_confidence,iitm.ac.in,domain,11325,iitm.ac.in
high_confidence,ijc.org,domain,7921,ijc.org
high_confidence,IJM Corporation,legal_suffix,10218,IJM Corporation
high_confidence,IJmond Werkt,proper_short,911,IJmond Werkt
high_confidence,IKEA Morocco,proper_short,4378,IKEA Morocco
high_confidence,ikfhomefinance.com,domain,11169,ikfhomefinance.com
high_confidence,ikk-group.com,domain,2335,ikk-group.com
high_confidence,ikkgroup.com,domain,10118,ikkgroup.com
high_confidence,IKM,uppercase_short,8332,IKM
high_confidence,ilemgroup.com,domain,14855,ilemgroup.com
high_confidence,ilfsindia.com,domain,5106,ilfsindia.com
high_confidence,ILG,uppercase_short,10561,ILG
high_confidence,iLife.bg,domain,8336,iLife.bg
high_confidence,Illinois Valley Community College,org_term,528,Illinois Valley Community College
high_confidence,ILLUM,uppercase_short,1236,ILLUM
high_confidence,illumin8global.com,domain,13722,illumin8global.com
high_confidence,ils.theinnovatecompanies.com,domain,3122,ils.theinnovatecompanies.com
high_confidence,"IMA Financial Group, Inc",legal_suffix,4309,"IMA Financial Group, Inc."
high_confidence,IMA Schelling Group,org_term,2843,IMA Schelling Group
high_confidence,Image Craft,proper_short,9707,Image Craft
high_confidence,Image Pointe,proper_short,10457,Image Pointe
high_confidence,imagemicro.com,domain,12558,https://imagemicro.com/
high_confidence,Imagen Television,proper_short,3091,Imagen Television
high_confidence,Imagination,proper_short,6967,Imagination
high_confidence,IMAGINE360.COM,domain,5469,IMAGINE360.COM
high_confidence,Imagineering Finishing Technologies,org_term,15746,Imagineering Finishing Technologies
high_confidence,IMASA,uppercase_short,6269,IMASA
high_confidence,Imedi L,proper_short,11143,Imedi L
high_confidence,imgenterprises.com,domain,15143,www.imgenterprises.com
high_confidence,Immanuel Christian School,org_term,8176,Immanuel Christian School
high_confidence,Immanuel Lutheran Church and School,org_term,394,Immanuel Lutheran Church and School
high_confidence,Immediate Transport – UK,org_term,11617,Immediate Transport &#8211; UK
high_confidence,immodelaet.be,domain,1252,immodelaet.be
high_confidence,immoselekt.be,domain,7598,immoselekt.be
high_confidence,"Immuno Laboratories, Inc",legal_suffix,13862,"Immuno Laboratories, Inc"
high_confidence,imobesidade.com.br,domain,12695,imobesidade.com.br
high_confidence,Impac Mortgage Holdings,org_term,10639,Impac Mortgage Holdings
high_confidence,Impact Energy Services,org_term,9883,Impact Energy Services
high_confidence,impactcanada.com,domain,15830,impactcanada.com
high_confidence,imperadorlogistics.com,domain,7957,http://www.imperadorlogistics.com
high_confidence,Imperial Printing and Paper Box Mfg,org_term,132,Imperial Printing and Paper Box Mfg
high_confidence,Imperial Trading,proper_short,10472,Imperial Trading
high_confidence,Imperial Valley Respite (ivrespite.com),proper_short,14772,Imperial Valley Respite (ivrespite.com)
high_confidence,Implanta Spa,legal_suffix,441,Implanta Spa
high_confidence,Important Updates,proper_short,7222,Important Updates
high_confidence,importantsteps.com,domain,15672,importantsteps.com
high_confidence,Imprimerie Peau,proper_short,13780,Imprimerie Peau
high_confidence,IMT GROUP,org_term,2374,IMT GROUP
high_confidence,imtmro.com,domain,7528,imtmro.com
high_confidence,in lawyers company AASP,legal_suffix,5145,New Leak in lawyers company AASP.
high_confidence,"In the depths of software development. Unlocking the secrets of Promise Technology, Inc",legal_suffix,13426,"In the depths of software development. Unlocking the secrets of Promise Technology, Inc."
high_confidence,IN2 Engineering,org_term,910,IN2 Engineering
high_confidence,Inaya Clinique,proper_short,14838,Inaya Clinique
high_confidence,INC News | News,legal_suffix;proper_short,2339;11128,News || INC News
high_confidence,INC RANSOMWARE,legal_suffix,8247,INC RANSOMWARE...
high_confidence,incegd.com,domain,2798,incegd.com
high_confidence,incegroup.com,domain,11326,incegroup.com
high_confidence,inces.com,domain,10120;13306,inces.com || inces.com
high_confidence,Incisive Media,org_term,9045,Incisive Media
high_confidence,Inclinator,proper_short,8761,Inclinator
high_confidence,INCOBEC,uppercase_short,7527,INCOBEC
high_confidence,Incredible Technologies,org_term,5697,Incredible Technologies
high_confidence,INDA's,uppercase_short,12089,INDA's
high_confidence,Indah Water Konsortium,org_term,8746,Indah Water Konsortium
high_confidence,independence.com.co,domain,3813,independence.com.co
high_confidence,independenceia.org,domain,7179,independenceia.org
high_confidence,Independent Education System,org_term,12280,Independent Education System Hacked
high_confidence,Independent Financial Services,org_term,15809,Independent Financial Services
high_confidence,"Independent Recovery Resources, Inc",legal_suffix,9197,"Independent Recovery Resources, Inc."
high_confidence,independentprinting.com,domain,1825,independentprinting.com
high_confidence,Indiabulls SQL and Documents,proper_short,662,Indiabulls SQL and Documents Leak
high_confidence,INDIABULLS.COM,domain,5308,INDIABULLS.COM
high_confidence,Indian Aadhar data & software,org_term,1054,Indian Aadhar data & software.
high_confidence,INDIAN CREEK,uppercase_short,1305,INDIAN CREEK
high_confidence,Indiana Dimension,proper_short,6805,Indiana Dimension
high_confidence,Indianapolis Law Firm,org_term,10309,Indianapolis Law Firm
high_confidence,INDIBA,uppercase_short,3764,INDIBA
